chrom	start	end	set	tf	pop
7	107825310	107828310	SIGNIF	0.5	LWK
7	108489768	108492768	SIGNIF	0.5	LWK
7	108903768	108906768	SIGNIF	0.5	LWK
7	108906768	108909768	SIGNIF	0.5	LWK
7	108918768	108921768	SIGNIF	0.5	LWK
7	113156275	113159275	SIGNIF	0.5	LWK
7	113157775	113160775	SIGNIF	0.5	LWK
7	113159275	113162275	SIGNIF	0.5	LWK
7	113165275	113168275	SIGNIF	0.5	LWK
7	113166775	113169775	SIGNIF	0.5	LWK
7	113168275	113171275	SIGNIF	0.5	LWK
7	113184775	113187775	SIGNIF	0.5	LWK
7	113186275	113189275	SIGNIF	0.5	LWK
7	121112221	121115221	SIGNIF	0.5	LWK
7	121215721	121218721	SIGNIF	0.5	LWK
7	121217221	121220221	SIGNIF	0.5	LWK
7	121284721	121287721	SIGNIF	0.5	LWK
7	123774846	123777846	SIGNIF	0.5	LWK
7	123776346	123779346	SIGNIF	0.5	LWK
7	123783846	123786846	SIGNIF	0.5	LWK
7	123785346	123788346	SIGNIF	0.5	LWK
7	123999846	124002846	SIGNIF	0.5	LWK
7	124001346	124004346	SIGNIF	0.5	LWK
7	124002846	124005846	SIGNIF	0.5	LWK
7	124059846	124062846	SIGNIF	0.5	LWK
7	124061346	124064346	SIGNIF	0.5	LWK
7	124637346	124640346	SIGNIF	0.5	LWK
7	125361846	125364846	SIGNIF	0.5	LWK
7	130007206	130010206	SIGNIF	0.5	LWK
7	130745206	130748206	SIGNIF	0.5	LWK
7	131468206	131471206	SIGNIF	0.5	LWK
7	131469706	131472706	SIGNIF	0.5	LWK
7	134037776	134040776	SIGNIF	0.5	LWK
7	134042276	134045276	SIGNIF	0.5	LWK
7	134043776	134046776	SIGNIF	0.5	LWK
7	134205776	134208776	SIGNIF	0.5	LWK
7	134207276	134210276	SIGNIF	0.5	LWK
7	137895871	137898871	SIGNIF	0.5	LWK
7	137897371	137900371	SIGNIF	0.5	LWK
7	138417911	138420911	SIGNIF	0.5	LWK
7	138714911	138717911	SIGNIF	0.5	LWK
7	141974242	141977242	SIGNIF	0.5	LWK
7	142196242	142199242	SIGNIF	0.5	LWK
7	142197742	142200742	SIGNIF	0.5	LWK
7	142199242	142202242	SIGNIF	0.5	LWK
7	142220242	142223242	SIGNIF	0.5	LWK
7	142221742	142224742	SIGNIF	0.5	LWK
7	142479742	142482742	SIGNIF	0.5	LWK
7	144278451	144281451	SIGNIF	0.5	LWK
7	144431451	144434451	SIGNIF	0.5	LWK
7	145247451	145250451	SIGNIF	0.5	LWK
7	145437951	145440951	SIGNIF	0.5	LWK
7	147320215	147323215	SIGNIF	0.5	LWK
7	147321715	147324715	SIGNIF	0.5	LWK
7	147323215	147326215	SIGNIF	0.5	LWK
7	147440215	147443215	SIGNIF	0.5	LWK
7	147977215	147980215	SIGNIF	0.5	LWK
7	147981715	147984715	SIGNIF	0.5	LWK
7	147983215	147986215	SIGNIF	0.5	LWK
7	148076215	148079215	SIGNIF	0.5	LWK
7	150132736	150135736	SIGNIF	0.5	LWK
7	150134236	150137236	SIGNIF	0.5	LWK
7	150282736	150285736	SIGNIF	0.5	LWK
7	150284236	150287236	SIGNIF	0.5	LWK
7	150291736	150294736	SIGNIF	0.5	LWK
7	150293236	150296236	SIGNIF	0.5	LWK
7	150341236	150344236	SIGNIF	0.5	LWK
7	150344236	150347236	SIGNIF	0.5	LWK
7	150573736	150576736	SIGNIF	0.5	LWK
7	150575236	150578236	SIGNIF	0.5	LWK
7	150576736	150579736	SIGNIF	0.5	LWK
7	150578236	150581236	SIGNIF	0.5	LWK
7	150584236	150587236	SIGNIF	0.5	LWK
7	150585736	150588736	SIGNIF	0.5	LWK
7	151250236	151253236	SIGNIF	0.5	LWK
7	151517236	151520236	SIGNIF	0.5	LWK
7	151655236	151658236	SIGNIF	0.5	LWK
7	151676236	151679236	SIGNIF	0.5	LWK
7	152693236	152696236	SIGNIF	0.5	LWK
7	152871736	152874736	SIGNIF	0.5	LWK
7	153920482	153923482	SIGNIF	0.5	LWK
7	153921982	153924982	SIGNIF	0.5	LWK
7	154038982	154041982	SIGNIF	0.5	LWK
7	154659982	154662982	SIGNIF	0.5	LWK
7	154671982	154674982	SIGNIF	0.5	LWK
7	155184982	155187982	SIGNIF	0.5	LWK
7	156229617	156232617	SIGNIF	0.5	LWK
7	157029117	157032117	SIGNIF	0.5	LWK
7	157119117	157122117	SIGNIF	0.5	LWK
7	157740117	157743117	SIGNIF	0.5	LWK
7	157747617	157750617	SIGNIF	0.5	LWK
7	158527617	158530617	SIGNIF	0.5	LWK
7	158529117	158532117	SIGNIF	0.5	LWK
7	158530617	158533617	SIGNIF	0.5	LWK
7	158533617	158536617	SIGNIF	0.5	LWK
7	158971617	158974617	SIGNIF	0.5	LWK
8	1165098	1168098	SIGNIF	0.5	LWK
8	2078598	2081598	SIGNIF	0.5	LWK
8	2080098	2083098	SIGNIF	0.5	LWK
8	2081598	2084598	SIGNIF	0.5	LWK
8	2083098	2086098	SIGNIF	0.5	LWK
8	2084598	2087598	SIGNIF	0.5	LWK
8	2788098	2791098	SIGNIF	0.5	LWK
8	2789598	2792598	SIGNIF	0.5	LWK
8	3733133	3736133	SIGNIF	0.5	LWK
8	4796633	4799633	SIGNIF	0.5	LWK
8	4798133	4801133	SIGNIF	0.5	LWK
8	5834633	5837633	SIGNIF	0.5	LWK
8	5836133	5839133	SIGNIF	0.5	LWK
8	5843633	5846633	SIGNIF	0.5	LWK
8	5845133	5848133	SIGNIF	0.5	LWK
8	5870633	5873633	SIGNIF	0.5	LWK
8	6386655	6389655	SIGNIF	0.5	LWK
8	6758655	6761655	SIGNIF	0.5	LWK
8	6763155	6766155	SIGNIF	0.5	LWK
8	8593155	8596155	SIGNIF	0.5	LWK
8	8594655	8597655	SIGNIF	0.5	LWK
8	10814716	10817716	SIGNIF	0.5	LWK
8	13599675	13602675	SIGNIF	0.5	LWK
8	14147175	14150175	SIGNIF	0.5	LWK
8	14250675	14253675	SIGNIF	0.5	LWK
8	14252175	14255175	SIGNIF	0.5	LWK
8	14253675	14256675	SIGNIF	0.5	LWK
8	14267175	14270175	SIGNIF	0.5	LWK
8	14270175	14273175	SIGNIF	0.5	LWK
8	15164175	15167175	SIGNIF	0.5	LWK
8	16366156	16369156	SIGNIF	0.5	LWK
8	16646656	16649656	SIGNIF	0.5	LWK
8	17453656	17456656	SIGNIF	0.5	LWK
8	17495656	17498656	SIGNIF	0.5	LWK
8	17497156	17500156	SIGNIF	0.5	LWK
8	17641156	17644156	SIGNIF	0.5	LWK
8	18032656	18035656	SIGNIF	0.5	LWK
8	18034156	18037156	SIGNIF	0.5	LWK
8	18263600	18266600	SIGNIF	0.5	LWK
8	18265100	18268100	SIGNIF	0.5	LWK
8	18998600	19001600	SIGNIF	0.5	LWK
8	19651100	19654100	SIGNIF	0.5	LWK
8	20284100	20287100	SIGNIF	0.5	LWK
8	21275358	21278358	SIGNIF	0.5	LWK
8	23178858	23181858	SIGNIF	0.5	LWK
8	23205858	23208858	SIGNIF	0.5	LWK
8	23207358	23210358	SIGNIF	0.5	LWK
8	23396358	23399358	SIGNIF	0.5	LWK
8	23400858	23403858	SIGNIF	0.5	LWK
8	23933358	23936358	SIGNIF	0.5	LWK
8	23934858	23937858	SIGNIF	0.5	LWK
8	24589238	24592238	SIGNIF	0.5	LWK
8	25052738	25055738	SIGNIF	0.5	LWK
8	25420238	25423238	SIGNIF	0.5	LWK
8	26075738	26078738	SIGNIF	0.5	LWK
8	26077238	26080238	SIGNIF	0.5	LWK
8	26342738	26345738	SIGNIF	0.5	LWK
8	26642738	26645738	SIGNIF	0.5	LWK
8	26644238	26647238	SIGNIF	0.5	LWK
8	26645738	26648738	SIGNIF	0.5	LWK
8	27710914	27713914	SIGNIF	0.5	LWK
8	27767914	27770914	SIGNIF	0.5	LWK
8	33059640	33062640	SIGNIF	0.5	LWK
8	33154140	33157140	SIGNIF	0.5	LWK
8	33155640	33158640	SIGNIF	0.5	LWK
8	33184103	33187103	SIGNIF	0.5	LWK
8	33932603	33935603	SIGNIF	0.5	LWK
8	33935603	33938603	SIGNIF	0.5	LWK
8	35608103	35611103	SIGNIF	0.5	LWK
8	35690603	35693603	SIGNIF	0.5	LWK
8	35692103	35695103	SIGNIF	0.5	LWK
8	36137603	36140603	SIGNIF	0.5	LWK
8	36172206	36175206	SIGNIF	0.5	LWK
8	39796166	39799166	SIGNIF	0.5	LWK
8	39797666	39800666	SIGNIF	0.5	LWK
8	39799166	39802166	SIGNIF	0.5	LWK
8	40366166	40369166	SIGNIF	0.5	LWK
8	40367666	40370666	SIGNIF	0.5	LWK
8	40369166	40372166	SIGNIF	0.5	LWK
8	40370666	40373666	SIGNIF	0.5	LWK
8	40373666	40376666	SIGNIF	0.5	LWK
8	40375166	40378166	SIGNIF	0.5	LWK
8	41266166	41269166	SIGNIF	0.5	LWK
8	41279666	41282666	SIGNIF	0.5	LWK
8	41309666	41312666	SIGNIF	0.5	LWK
8	41311166	41314166	SIGNIF	0.5	LWK
8	41329166	41332166	SIGNIF	0.5	LWK
8	41336666	41339666	SIGNIF	0.5	LWK
8	51458637	51461637	SIGNIF	0.5	LWK
8	52018137	52021137	SIGNIF	0.5	LWK
8	52019637	52022637	SIGNIF	0.5	LWK
8	52022637	52025637	SIGNIF	0.5	LWK
8	52024137	52027137	SIGNIF	0.5	LWK
8	52027137	52030137	SIGNIF	0.5	LWK
8	52028637	52031637	SIGNIF	0.5	LWK
8	52073637	52076637	SIGNIF	0.5	LWK
8	52270137	52273137	SIGNIF	0.5	LWK
8	52271637	52274637	SIGNIF	0.5	LWK
8	52468137	52471137	SIGNIF	0.5	LWK
8	54190102	54193102	SIGNIF	0.5	LWK
8	54208102	54211102	SIGNIF	0.5	LWK
8	55208602	55211602	SIGNIF	0.5	LWK
8	57011602	57014602	SIGNIF	0.5	LWK
8	57520147	57523147	SIGNIF	0.5	LWK
8	57841147	57844147	SIGNIF	0.5	LWK
8	57842647	57845647	SIGNIF	0.5	LWK
8	58061647	58064647	SIGNIF	0.5	LWK
8	58096147	58099147	SIGNIF	0.5	LWK
8	58097647	58100647	SIGNIF	0.5	LWK
8	58099147	58102147	SIGNIF	0.5	LWK
8	58100647	58103647	SIGNIF	0.5	LWK
8	58102147	58105147	SIGNIF	0.5	LWK
8	58112647	58115647	SIGNIF	0.5	LWK
8	58180147	58183147	SIGNIF	0.5	LWK
8	58292647	58295647	SIGNIF	0.5	LWK
8	58294147	58297147	SIGNIF	0.5	LWK
8	58295647	58298647	SIGNIF	0.5	LWK
8	58297147	58300147	SIGNIF	0.5	LWK
8	62914203	62917203	SIGNIF	0.5	LWK
8	62942703	62945703	SIGNIF	0.5	LWK
8	62950203	62953203	SIGNIF	0.5	LWK
8	63022203	63025203	SIGNIF	0.5	LWK
8	63251630	63254630	SIGNIF	0.5	LWK
8	64051130	64054130	SIGNIF	0.5	LWK
8	68902115	68905115	SIGNIF	0.5	LWK
8	68903615	68906615	SIGNIF	0.5	LWK
8	68905115	68908115	SIGNIF	0.5	LWK
8	68908115	68911115	SIGNIF	0.5	LWK
8	68909615	68912615	SIGNIF	0.5	LWK
8	68911115	68914115	SIGNIF	0.5	LWK
8	68990615	68993615	SIGNIF	0.5	LWK
8	68993615	68996615	SIGNIF	0.5	LWK
8	68995115	68998115	SIGNIF	0.5	LWK
8	71921640	71924640	SIGNIF	0.5	LWK
8	72934118	72937118	SIGNIF	0.5	LWK
8	73055618	73058618	SIGNIF	0.5	LWK
8	73066118	73069118	SIGNIF	0.5	LWK
8	73169618	73172618	SIGNIF	0.5	LWK
8	73748618	73751618	SIGNIF	0.5	LWK
8	73754618	73757618	SIGNIF	0.5	LWK
8	74390618	74393618	SIGNIF	0.5	LWK
8	81248862	81251862	SIGNIF	0.5	LWK
8	82927362	82930362	SIGNIF	0.5	LWK
8	83657862	83660862	SIGNIF	0.5	LWK
8	83744862	83747862	SIGNIF	0.5	LWK
8	83746362	83749362	SIGNIF	0.5	LWK
8	84656634	84659634	SIGNIF	0.5	LWK
8	85898634	85901634	SIGNIF	0.5	LWK
8	85940634	85943634	SIGNIF	0.5	LWK
8	85946634	85949634	SIGNIF	0.5	LWK
8	87184100	87187100	SIGNIF	0.5	LWK
8	88268600	88271600	SIGNIF	0.5	LWK
8	88282100	88285100	SIGNIF	0.5	LWK
8	88283600	88286600	SIGNIF	0.5	LWK
8	88289600	88292600	SIGNIF	0.5	LWK
8	88291100	88294100	SIGNIF	0.5	LWK
8	94900165	94903165	SIGNIF	0.5	LWK
8	95108665	95111665	SIGNIF	0.5	LWK
8	95791165	95794165	SIGNIF	0.5	LWK
8	96577210	96580210	SIGNIF	0.5	LWK
8	96592210	96595210	SIGNIF	0.5	LWK
8	96787210	96790210	SIGNIF	0.5	LWK
8	96788710	96791710	SIGNIF	0.5	LWK
8	97363210	97366210	SIGNIF	0.5	LWK
8	97540210	97543210	SIGNIF	0.5	LWK
8	97693210	97696210	SIGNIF	0.5	LWK
8	98846710	98849710	SIGNIF	0.5	LWK
8	98848210	98851210	SIGNIF	0.5	LWK
8	101648630	101651630	SIGNIF	0.5	LWK
8	101650130	101653130	SIGNIF	0.5	LWK
8	101651630	101654630	SIGNIF	0.5	LWK
8	101695130	101698130	SIGNIF	0.5	LWK
8	101696630	101699630	SIGNIF	0.5	LWK
8	101699630	101702630	SIGNIF	0.5	LWK
8	101809130	101812130	SIGNIF	0.5	LWK
8	101810630	101813630	SIGNIF	0.5	LWK
8	101812130	101815130	SIGNIF	0.5	LWK
8	102649161	102652161	SIGNIF	0.5	LWK
8	102650661	102653661	SIGNIF	0.5	LWK
8	103511661	103514661	SIGNIF	0.5	LWK
8	103513161	103516161	SIGNIF	0.5	LWK
8	103514661	103517661	SIGNIF	0.5	LWK
8	103516161	103519161	SIGNIF	0.5	LWK
8	104014161	104017161	SIGNIF	0.5	LWK
8	107406672	107409672	SIGNIF	0.5	LWK
8	107444172	107447172	SIGNIF	0.5	LWK
8	107445672	107448672	SIGNIF	0.5	LWK
8	108752675	108755675	SIGNIF	0.5	LWK
8	108754175	108757175	SIGNIF	0.5	LWK
8	108758675	108761675	SIGNIF	0.5	LWK
8	108760175	108763175	SIGNIF	0.5	LWK
8	112127667	112130667	SIGNIF	0.5	LWK
8	112129167	112132167	SIGNIF	0.5	LWK
8	112130667	112133667	SIGNIF	0.5	LWK
8	112132167	112135167	SIGNIF	0.5	LWK
8	112133667	112136667	SIGNIF	0.5	LWK
8	112135167	112138167	SIGNIF	0.5	LWK
8	112136667	112139667	SIGNIF	0.5	LWK
8	113378667	113381667	SIGNIF	0.5	LWK
8	115549552	115552552	SIGNIF	0.5	LWK
8	115986052	115989052	SIGNIF	0.5	LWK
8	115987552	115990552	SIGNIF	0.5	LWK
8	119420676	119423676	SIGNIF	0.5	LWK
8	119443176	119446176	SIGNIF	0.5	LWK
8	120499176	120502176	SIGNIF	0.5	LWK
8	120500676	120503676	SIGNIF	0.5	LWK
8	120505176	120508176	SIGNIF	0.5	LWK
8	120908676	120911676	SIGNIF	0.5	LWK
8	120913176	120916176	SIGNIF	0.5	LWK
8	120914676	120917676	SIGNIF	0.5	LWK
8	120920676	120923676	SIGNIF	0.5	LWK
8	120922176	120925176	SIGNIF	0.5	LWK
8	120923676	120926676	SIGNIF	0.5	LWK
8	120925176	120928176	SIGNIF	0.5	LWK
8	120929676	120932676	SIGNIF	0.5	LWK
8	121762176	121765176	SIGNIF	0.5	LWK
8	122420676	122423676	SIGNIF	0.5	LWK
8	122701176	122704176	SIGNIF	0.5	LWK
8	123178561	123181561	SIGNIF	0.5	LWK
8	123180061	123183061	SIGNIF	0.5	LWK
8	123181561	123184561	SIGNIF	0.5	LWK
8	124936561	124939561	SIGNIF	0.5	LWK
8	124938061	124941061	SIGNIF	0.5	LWK
8	124939561	124942561	SIGNIF	0.5	LWK
8	125427061	125430061	SIGNIF	0.5	LWK
8	125428561	125431561	SIGNIF	0.5	LWK
8	125430061	125433061	SIGNIF	0.5	LWK
8	125706061	125709061	SIGNIF	0.5	LWK
8	125754061	125757061	SIGNIF	0.5	LWK
8	126085561	126088561	SIGNIF	0.5	LWK
8	126090061	126093061	SIGNIF	0.5	LWK
8	126091561	126094561	SIGNIF	0.5	LWK
8	126093061	126096061	SIGNIF	0.5	LWK
8	127289650	127292650	SIGNIF	0.5	LWK
8	127880650	127883650	SIGNIF	0.5	LWK
8	128105650	128108650	SIGNIF	0.5	LWK
8	128107150	128110150	SIGNIF	0.5	LWK
8	128110150	128113150	SIGNIF	0.5	LWK
8	128152150	128155150	SIGNIF	0.5	LWK
8	128624650	128627650	SIGNIF	0.5	LWK
8	128626150	128629150	SIGNIF	0.5	LWK
8	130532610	130535610	SIGNIF	0.5	LWK
8	130579110	130582110	SIGNIF	0.5	LWK
8	131420610	131423610	SIGNIF	0.5	LWK
8	131597610	131600610	SIGNIF	0.5	LWK
8	132326984	132329984	SIGNIF	0.5	LWK
8	133052984	133055984	SIGNIF	0.5	LWK
8	133121984	133124984	SIGNIF	0.5	LWK
8	133205984	133208984	SIGNIF	0.5	LWK
8	134711984	134714984	SIGNIF	0.5	LWK
8	136084097	136087097	SIGNIF	0.5	LWK
8	137038097	137041097	SIGNIF	0.5	LWK
8	137059097	137062097	SIGNIF	0.5	LWK
8	137342597	137345597	SIGNIF	0.5	LWK
8	138383624	138386624	SIGNIF	0.5	LWK
8	138604124	138607124	SIGNIF	0.5	LWK
8	138614624	138617624	SIGNIF	0.5	LWK
8	138716624	138719624	SIGNIF	0.5	LWK
8	138719624	138722624	SIGNIF	0.5	LWK
8	138724124	138727124	SIGNIF	0.5	LWK
8	139112624	139115624	SIGNIF	0.5	LWK
8	139184624	139187624	SIGNIF	0.5	LWK
8	139418624	139421624	SIGNIF	0.5	LWK
8	139420124	139423124	SIGNIF	0.5	LWK
8	142567392	142570392	SIGNIF	0.5	LWK
8	142568892	142571892	SIGNIF	0.5	LWK
8	143144892	143147892	SIGNIF	0.5	LWK
8	143146392	143149392	SIGNIF	0.5	LWK
8	143488392	143491392	SIGNIF	0.5	LWK
8	143735892	143738892	SIGNIF	0.5	LWK
8	143737392	143740392	SIGNIF	0.5	LWK
9	724560	727560	SIGNIF	0.5	LWK
9	853560	856560	SIGNIF	0.5	LWK
9	855060	858060	SIGNIF	0.5	LWK
9	856560	859560	SIGNIF	0.5	LWK
9	858060	861060	SIGNIF	0.5	LWK
9	1525560	1528560	SIGNIF	0.5	LWK
9	1716060	1719060	SIGNIF	0.5	LWK
9	1717560	1720560	SIGNIF	0.5	LWK
9	4637547	4640547	SIGNIF	0.5	LWK
9	4639047	4642047	SIGNIF	0.5	LWK
9	4765047	4768047	SIGNIF	0.5	LWK
9	6940015	6943015	SIGNIF	0.5	LWK
9	7129015	7132015	SIGNIF	0.5	LWK
9	7130515	7133515	SIGNIF	0.5	LWK
9	7214515	7217515	SIGNIF	0.5	LWK
9	7312015	7315015	SIGNIF	0.5	LWK
9	7522015	7525015	SIGNIF	0.5	LWK
9	7523515	7526515	SIGNIF	0.5	LWK
9	8752015	8755015	SIGNIF	0.5	LWK
9	8773015	8776015	SIGNIF	0.5	LWK
9	9776605	9779605	SIGNIF	0.5	LWK
9	11005105	11008105	SIGNIF	0.5	LWK
9	11006605	11009605	SIGNIF	0.5	LWK
9	11090605	11093605	SIGNIF	0.5	LWK
9	11092105	11095105	SIGNIF	0.5	LWK
9	11107105	11110105	SIGNIF	0.5	LWK
9	12868167	12871167	SIGNIF	0.5	LWK
9	12926667	12929667	SIGNIF	0.5	LWK
9	13547667	13550667	SIGNIF	0.5	LWK
9	13549167	13552167	SIGNIF	0.5	LWK
9	13550667	13553667	SIGNIF	0.5	LWK
9	15104687	15107687	SIGNIF	0.5	LWK
9	15826187	15829187	SIGNIF	0.5	LWK
9	15976187	15979187	SIGNIF	0.5	LWK
9	15977687	15980687	SIGNIF	0.5	LWK
9	16745687	16748687	SIGNIF	0.5	LWK
9	16894187	16897187	SIGNIF	0.5	LWK
9	16901687	16904687	SIGNIF	0.5	LWK
9	17056187	17059187	SIGNIF	0.5	LWK
9	17065187	17068187	SIGNIF	0.5	LWK
9	18902542	18905542	SIGNIF	0.5	LWK
9	19384042	19387042	SIGNIF	0.5	LWK
9	27133257	27136257	SIGNIF	0.5	LWK
9	27134757	27137757	SIGNIF	0.5	LWK
9	27136257	27139257	SIGNIF	0.5	LWK
9	27346257	27349257	SIGNIF	0.5	LWK
9	27350757	27353757	SIGNIF	0.5	LWK
9	27352257	27355257	SIGNIF	0.5	LWK
9	28369257	28372257	SIGNIF	0.5	LWK
9	28370757	28373757	SIGNIF	0.5	LWK
9	28411257	28414257	SIGNIF	0.5	LWK
9	29084757	29087757	SIGNIF	0.5	LWK
9	29426757	29429757	SIGNIF	0.5	LWK
9	29428257	29431257	SIGNIF	0.5	LWK
9	29432757	29435757	SIGNIF	0.5	LWK
9	29438757	29441757	SIGNIF	0.5	LWK
9	30998515	31001515	SIGNIF	0.5	LWK
9	31000015	31003015	SIGNIF	0.5	LWK
9	31001515	31004515	SIGNIF	0.5	LWK
9	31103515	31106515	SIGNIF	0.5	LWK
9	31196515	31199515	SIGNIF	0.5	LWK
9	31525015	31528015	SIGNIF	0.5	LWK
9	31526515	31529515	SIGNIF	0.5	LWK
9	31624015	31627015	SIGNIF	0.5	LWK
9	32063515	32066515	SIGNIF	0.5	LWK
9	32075515	32078515	SIGNIF	0.5	LWK
9	32080015	32083015	SIGNIF	0.5	LWK
9	32081515	32084515	SIGNIF	0.5	LWK
9	32086015	32089015	SIGNIF	0.5	LWK
9	32093515	32096515	SIGNIF	0.5	LWK
9	32095015	32098015	SIGNIF	0.5	LWK
9	32096515	32099515	SIGNIF	0.5	LWK
9	32897515	32900515	SIGNIF	0.5	LWK
9	32899015	32902015	SIGNIF	0.5	LWK
9	33217034	33220034	SIGNIF	0.5	LWK
9	33232034	33235034	SIGNIF	0.5	LWK
9	35653034	35656034	SIGNIF	0.5	LWK
9	35980034	35983034	SIGNIF	0.5	LWK
9	35992034	35995034	SIGNIF	0.5	LWK
9	35993534	35996534	SIGNIF	0.5	LWK
9	36125573	36128573	SIGNIF	0.5	LWK
9	36127073	36130073	SIGNIF	0.5	LWK
9	37382573	37385573	SIGNIF	0.5	LWK
9	37384073	37387073	SIGNIF	0.5	LWK
9	37394573	37397573	SIGNIF	0.5	LWK
9	37490573	37493573	SIGNIF	0.5	LWK
9	37492073	37495073	SIGNIF	0.5	LWK
9	71686605	71689605	SIGNIF	0.5	LWK
9	71688105	71691105	SIGNIF	0.5	LWK
9	71691105	71694105	SIGNIF	0.5	LWK
9	71692605	71695605	SIGNIF	0.5	LWK
9	71694105	71697105	SIGNIF	0.5	LWK
9	72721008	72724008	SIGNIF	0.5	LWK
9	73459008	73462008	SIGNIF	0.5	LWK
9	76162140	76165140	SIGNIF	0.5	LWK
9	77852640	77855640	SIGNIF	0.5	LWK
9	78089530	78092530	SIGNIF	0.5	LWK
9	78368530	78371530	SIGNIF	0.5	LWK
9	78908530	78911530	SIGNIF	0.5	LWK
9	78935530	78938530	SIGNIF	0.5	LWK
9	78937030	78940030	SIGNIF	0.5	LWK
9	79451530	79454530	SIGNIF	0.5	LWK
9	81166101	81169101	SIGNIF	0.5	LWK
9	81167601	81170601	SIGNIF	0.5	LWK
9	81169101	81172101	SIGNIF	0.5	LWK
9	81541101	81544101	SIGNIF	0.5	LWK
9	85433671	85436671	SIGNIF	0.5	LWK
9	86990671	86993671	SIGNIF	0.5	LWK
9	86992171	86995171	SIGNIF	0.5	LWK
9	86993671	86996671	SIGNIF	0.5	LWK
9	88697720	88700720	SIGNIF	0.5	LWK
9	88699220	88702220	SIGNIF	0.5	LWK
9	89590220	89593220	SIGNIF	0.5	LWK
9	90065570	90068570	SIGNIF	0.5	LWK
9	90098570	90101570	SIGNIF	0.5	LWK
9	90347570	90350570	SIGNIF	0.5	LWK
9	90349070	90352070	SIGNIF	0.5	LWK
9	90713570	90716570	SIGNIF	0.5	LWK
9	91513070	91516070	SIGNIF	0.5	LWK
9	91519070	91522070	SIGNIF	0.5	LWK
9	91535570	91538570	SIGNIF	0.5	LWK
9	92312570	92315570	SIGNIF	0.5	LWK
9	93181057	93184057	SIGNIF	0.5	LWK
9	93638557	93641557	SIGNIF	0.5	LWK
9	93751057	93754057	SIGNIF	0.5	LWK
9	96679036	96682036	SIGNIF	0.5	LWK
9	96692536	96695536	SIGNIF	0.5	LWK
9	96694036	96697036	SIGNIF	0.5	LWK
9	98285536	98288536	SIGNIF	0.5	LWK
9	99077567	99080567	SIGNIF	0.5	LWK
9	99079067	99082067	SIGNIF	0.5	LWK
9	101362067	101365067	SIGNIF	0.5	LWK
9	101633567	101636567	SIGNIF	0.5	LWK
9	101635067	101638067	SIGNIF	0.5	LWK
9	104110065	104113065	SIGNIF	0.5	LWK
9	104111565	104114565	SIGNIF	0.5	LWK
9	105016182	105019182	SIGNIF	0.5	LWK
9	105026682	105029682	SIGNIF	0.5	LWK
9	105094182	105097182	SIGNIF	0.5	LWK
9	105514182	105517182	SIGNIF	0.5	LWK
9	106448682	106451682	SIGNIF	0.5	LWK
9	106450182	106453182	SIGNIF	0.5	LWK
9	106451682	106454682	SIGNIF	0.5	LWK
9	106453182	106456182	SIGNIF	0.5	LWK
9	106861182	106864182	SIGNIF	0.5	LWK
9	106880682	106883682	SIGNIF	0.5	LWK
9	106882182	106885182	SIGNIF	0.5	LWK
9	106883682	106886682	SIGNIF	0.5	LWK
9	106885182	106888182	SIGNIF	0.5	LWK
9	106886682	106889682	SIGNIF	0.5	LWK
9	106898682	106901682	SIGNIF	0.5	LWK
9	106909182	106912182	SIGNIF	0.5	LWK
9	107357682	107360682	SIGNIF	0.5	LWK
9	107359182	107362182	SIGNIF	0.5	LWK
9	107360682	107363682	SIGNIF	0.5	LWK
9	107434182	107437182	SIGNIF	0.5	LWK
9	107435682	107438682	SIGNIF	0.5	LWK
9	107437182	107440182	SIGNIF	0.5	LWK
9	108191568	108194568	SIGNIF	0.5	LWK
9	110143068	110146068	SIGNIF	0.5	LWK
9	110144568	110147568	SIGNIF	0.5	LWK
9	110146068	110149068	SIGNIF	0.5	LWK
9	110885568	110888568	SIGNIF	0.5	LWK
9	111480118	111483118	SIGNIF	0.5	LWK
9	112515118	112518118	SIGNIF	0.5	LWK
9	112516618	112519618	SIGNIF	0.5	LWK
9	112518118	112521118	SIGNIF	0.5	LWK
9	112519618	112522618	SIGNIF	0.5	LWK
9	115744003	115747003	SIGNIF	0.5	LWK
9	116123503	116126503	SIGNIF	0.5	LWK
9	116125003	116128003	SIGNIF	0.5	LWK
9	118309272	118312272	SIGNIF	0.5	LWK
9	118327272	118330272	SIGNIF	0.5	LWK
9	119321772	119324772	SIGNIF	0.5	LWK
9	119323272	119326272	SIGNIF	0.5	LWK
9	125315689	125318689	SIGNIF	0.5	LWK
9	125321689	125324689	SIGNIF	0.5	LWK
9	125326189	125329189	SIGNIF	0.5	LWK
9	126821876	126824876	SIGNIF	0.5	LWK
9	126946376	126949376	SIGNIF	0.5	LWK
9	126947876	126950876	SIGNIF	0.5	LWK
9	126961376	126964376	SIGNIF	0.5	LWK
9	130307631	130310631	SIGNIF	0.5	LWK
9	130837131	130840131	SIGNIF	0.5	LWK
9	132031092	132034092	SIGNIF	0.5	LWK
9	132298092	132301092	SIGNIF	0.5	LWK
9	133313592	133316592	SIGNIF	0.5	LWK
9	133942092	133945092	SIGNIF	0.5	LWK
9	134239092	134242092	SIGNIF	0.5	LWK
9	136040616	136043616	SIGNIF	0.5	LWK
9	136126116	136129116	SIGNIF	0.5	LWK
9	136127616	136130616	SIGNIF	0.5	LWK
