ensg_id	hgnc_symbol	gene_name_primary	gene_names_all	uniprot_accession	enst_id	chrom_hg38	start_hg38	end_hg38	strand_hg38	chrom_hg19	start_hg19	end_hg19	strand_hg19
ENSG00000082196	C1QTNF3	C1QTNF3	C1QTNF3 CTRP3 UNQ753/PRO1484	Q9BXJ4	ENST00000382065;ENST00000231338	5	34017858	34043228	-1	5	34019553.0	34043937.0	-1.0
ENSG00000082482	KCNK2	KCNK2	KCNK2 TREK TREK1	O95069	ENST00000467031;ENST00000391895;ENST00000391894;ENST00000444842	1	215005775	215237090	1				
ENSG00000082556	OPRK1	OPRK1	OPRK1 OPRK	P41145	ENST00000265572;ENST00000524278;ENST00000520287	8	53225724	53251637	-1	8	54138284.0	54164257.0	-1.0
ENSG00000082641	NFE2L1	NFE2L1	NFE2L1 HBZ17 NRF1 TCF11	Q14494	ENST00000362042;ENST00000585291;ENST00000357480	17	48047889	48061545	1	17	46125691.0	46138849.0	1.0
ENSG00000082684	SEMA5B	SEMA5B	SEMA5B KIAA1445 SEMAG UNQ5867/PRO34001	Q9P283	ENST00000357599;ENST00000451055;ENST00000616742	3	122908792	123028605	-1	3	122628041.0	122747452.0	-1.0
ENSG00000082781	ITGB5	ITGB5	ITGB5	P18084	ENST00000296181	3	124761948	124901418	-1	3	124480795.0	124620265.0	-1.0
ENSG00000082996	RNF13	RNF13	RNF13 RZF	O43567	ENST00000344229;ENST00000392894;ENST00000361785	3	149809445	149962153	1	3	149530495.0	149679926.0	1.0
ENSG00000083444	PLOD1	PLOD1	PLOD1 LLH PLOD	Q02809	ENST00000196061	1	11934205	11975542	1	1	11994262.0	12035595.0	1.0
ENSG00000083454	P2RX5	P2RX5	P2RX5 P2X5 P2X5FL	Q93086	ENST00000551178;ENST00000547178;ENST00000697413;ENST00000225328;ENST00000345901	17	3672199	3696398	-1	17	3575493.0	3599698.0	-1.0
ENSG00000083457	ITGAE	ITGAE	ITGAE	P38570	ENST00000263087	17	3714628	3801193	-1	17	3617922.0	3704537.0	-1.0
ENSG00000083782	EPYC	EPYC	EPYC DSPG3 PGLB SLRR3B	Q99645	ENST00000261172	12	90963682	91005026	-1	12	91357456.0	91398803.0	-1.0
ENSG00000083857	FAT1	FAT1	FAT1 CDHF7 FAT	Q14517	ENST00000441802	4	186587791	186726722	-1	4	187508937.0	187647876.0	-1.0
ENSG00000084234	APLP2	APLP2	APLP2 APPL2	Q06481	ENST00000650012;ENST00000528499;ENST00000338167;ENST00000263574;ENST00000345598;ENST00000278756	11	130068147	130144811	1	11	129939732.0	130014699.0	1.0
ENSG00000084453	SLCO1A2	SLCO1A2	SLCO1A2 OATP OATP1 OATP1A2 SLC21A3	P46721	ENST00000307378;ENST00000683939	12	21264600	21419676	-1	12	21417534.0	21572528.0	-1.0
ENSG00000084628	NKAIN1	NKAIN1	NKAIN1 FAM77C	Q4KMZ8	ENST00000373736	1	31179344	31239966	-1	1	31652592.0	31712401.0	-1.0
ENSG00000084636	COL16A1	COL16A1	COL16A1 FP1572	Q07092	ENST00000373672	1	31652260	31704319	-1	1	32117848.0	32169920.0	-1.0
ENSG00000084674	APOB	APOB	APOB	P04114	ENST00000233242	2	21001429	21044073	-1	2	21224301.0	21266945.0	-1.0
ENSG00000085063	CD59	CD59	CD59 MIC11 MIN1 MIN2 MIN3 MSK21	P13987	ENST00000642928;ENST00000651785;ENST00000652678;ENST00000395850;ENST00000415002;ENST00000445143;ENST00000437761;ENST00000351554;ENST00000527577	11	33703010	33736639	-1	11	33719807.0	33757991.0	-1.0
ENSG00000085117	CD82	CD82	CD82 KAI1 SAR2 ST6 TSPAN27	P27701	ENST00000342935;ENST00000227155	11	44564414	44620924	1	11	44585977.0	44641913.0	1.0
ENSG00000085265	FCN1	FCN1	FCN1 FCNM	O00602	ENST00000371806	9	134903232	134917954	-1	9	137801431.0	137809809.0	-1.0
ENSG00000085465	OVGP1	OVGP1	OVGP1 MUC9 OGP	Q12889	ENST00000369732	1	111414319	111427735	-1				
ENSG00000085514	PILRA	PILRA	PILRA	Q9UKJ1	ENST00000198536;ENST00000394000;ENST00000350573	7	100367530	100400096	1	7	99965153.0	99997719.0	1.0
ENSG00000085552	IGSF9	IGSF9	IGSF9 IGSF9A KIAA1355 NRT1	Q9P2J2	ENST00000361509;ENST00000368094	1	159927039	159949468	-1	1	159896829.0	159915386.0	-1.0
ENSG00000085563	ABCB1	ABCB1	ABCB1 MDR1 PGY1	P08183	ENST00000622132;ENST00000265724;ENST00000543898	7	87503017	87713375	-1	7	87133175.0	87342611.0	-1.0
ENSG00000085741	WNT11	WNT11	WNT11	O96014	ENST00000322563	11	76186325	76210761	-1	11	75897369.0	75921780.0	-1.0
ENSG00000086062	B4GALT1	B4GALT1	B4GALT1 GGTB2	P15291	ENST00000379731	9	33100493	33167359	-1	9	33104080.0	33167354.0	-1.0
ENSG00000086205	FOLH1	FOLH1	FOLH1 FOLH NAALAD1 PSM PSMA GIG27	Q04609	ENST00000256999;ENST00000356696;ENST00000340334;ENST00000533034	11	49145092	49208640	-1	11	49168187.0	49230222.0	-1.0
ENSG00000086289	EPDR1	EPDR1	EPDR1 MERP1 UCC1	Q9UM22	ENST00000199448;ENST00000423717;ENST00000425345	7	37920640	37951936	1	7	37723446.0	37991543.0	1.0
ENSG00000086548	CEACAM6	CEACAM6	CEACAM6 NCA	P40199	ENST00000199764	19	41750977	41772211	1	19	42254885.0	42276113.0	1.0
ENSG00000086570	FAT2	FAT2	FAT2 CDHF8 KIAA0811 MEGF1	Q9NYQ8	ENST00000261800	5	151504092	151591331	-1	5	150883654.0	150948505.0	-1.0
ENSG00000086619	ERO1B	ERO1B	ERO1B ERO1LB	Q86YB8	ENST00000354619	1	236214681	236282019	-1	1	236378855.0	236445319.0	-1.0
ENSG00000086848	ALG9	ALG9	ALG9 DIBD1	Q9H6U8	ENST00000616540;ENST00000614444;ENST00000531154;ENST00000398006	11	111782195	111872405	-1	11	111652919.0	111742305.0	-1.0
ENSG00000086991	NOX4	NOX4	NOX4 RENOX	Q9NPH5	ENST00000343727;ENST00000534731;ENST00000263317;ENST00000532825;ENST00000527956;ENST00000531342;ENST00000375979;ENST00000529343;ENST00000393282;ENST00000424319	11	89324353	89498187	-1	11	89057524.0	89322779.0	-1.0
ENSG00000087085	ACHE	ACHE	ACHE	P22303	ENST00000419336;ENST00000241069;ENST00000428317;ENST00000302913;ENST00000412389;ENST00000411582	7	100889994	100897022	-1	7	100487615.0	100494594.0	-1.0
ENSG00000087111	PIGS	PIGS	PIGS UNQ1873/PRO4316	Q96S52	ENST00000308360;ENST00000395346	17	28553383	28571794	-1	17	26880401.0	26898890.0	-1.0
ENSG00000087116	ADAMTS2	ADAMTS2	ADAMTS2 PCINP PCPNI	O95450	ENST00000251582;ENST00000274609	5	179110853	179345461	-1	5	178537852.0	178772431.0	-1.0
ENSG00000087128	TMPRSS11E	TMPRSS11E	TMPRSS11E DESC1 TMPRSS11E2 UNQ742/PRO1461	Q9UL52	ENST00000305363	4	68447463	68497604	1	4	69313167.0	69363322.0	1.0
ENSG00000087237	CETP	CETP	CETP	P11597	ENST00000379780;ENST00000200676	16	56961923	56983845	1	16	56995762.0	57017757.0	1.0
ENSG00000087245	MMP2	MMP2	MMP2 CLG4A	P08253	ENST00000570308;ENST00000219070;ENST00000543485;ENST00000437642	16	55389700	55506691	1	16	55423612.0	55540603.0	1.0
ENSG00000087301	TXNDC16	TXNDC16	TXNDC16 ERP90 KIAA1344	Q9P2K2	ENST00000281741	14	52429472	52553563	-1	14	52897308.0	53019240.0	-1.0
ENSG00000087303	NID2	NID2	NID2	Q14112	ENST00000216286	14	52004809	52069059	-1	14	52471521.0	52535712.0	-1.0
ENSG00000087460	GNAS	GNAS	GNAS GNAS1	O95467	ENST00000313949;ENST00000371098;ENST00000371075;ENST00000419558;ENST00000453292	20	58839718	58911192	1	20	57414773.0	57486247.0	1.0
ENSG00000087470	DNM1L	DNM1L	DNM1L DLP1 DRP1	O00429	ENST00000452533;ENST00000358214;ENST00000549701;ENST00000553257;ENST00000266481;ENST00000547312;ENST00000381000	12	32679200	32745650	1	12	32832134.0	32898486.0	1.0
ENSG00000088035	ALG6	ALG6	ALG6 My046	Q9Y672	ENST00000263440	1	63367575	63438553	1	1	63833261.0	63904233.0	1.0
ENSG00000088053	GP6	GP6	GP6	Q9HCN6	ENST00000310373;ENST00000333884;ENST00000417454	19	55013705	55038264	-1	19	55525073.0	55549632.0	-1.0
ENSG00000088298	EDEM2	EDEM2	EDEM2 C20orf31 C20orf49 UNQ573/PRO1135	Q9BV94	ENST00000374491;ENST00000374492	20	35115360	35147358	-1	20	33703167.0	33865928.0	-1.0
ENSG00000088386	SLC15A1	SLC15A1	SLC15A1 PEPT1	P46059	ENST00000376503	13	98683801	98752836	-1	13	99336055.0	99404908.0	-1.0
ENSG00000088812	ATRN	ATRN	ATRN KIAA0548 MGCA	O75882	ENST00000262919;ENST00000446916	20	3471018	3651118	1				
ENSG00000088827	SIGLEC1	SIGLEC1	SIGLEC1 SN	Q9BZZ2	ENST00000344754;ENST00000707083	20	3686970	3712647	-1	20	3667617.0	3687775.0	-1.0
ENSG00000088836	SLC4A11	SLC4A11	SLC4A11 BTR1	Q8NBS3	ENST00000380056;ENST00000380059;ENST00000642402	20	3227417	3239580	-1	20	3208063.0	3219836.0	-1.0
ENSG00000088882	CPXM1	CPXM1	CPXM1 CPX1 CPXM UNQ3015/PRO9782	Q96SM3	ENST00000380605	20	2794069	2800658	-1	20	2774715.0	2781283.0	-1.0
ENSG00000088926	F11	F11	F11	P03951	ENST00000403665	4	186260159	186291273	1	4	187187099.0	187210835.0	1.0
ENSG00000089012	SIRPG	SIRPG	SIRPG SIRPB2	Q9P1W8	ENST00000381580;ENST00000344103;ENST00000303415;ENST00000381583;ENST00000216927	20	1629152	1657779	-1	20	1609798.0	1638425.0	-1.0
ENSG00000089041	P2RX7	P2RX7	P2RX7	Q99572	ENST00000328963;ENST00000535250;ENST00000541716;ENST00000541022;ENST00000541564;ENST00000535600	12	121132819	121188032	1	12	121570622.0	121623876.0	1.0
ENSG00000089057	SLC23A2	SLC23A2	SLC23A2 KIAA0238 NBTL1 SLC23A1 SVCT2 YSPL2	Q9UGH3	ENST00000338244;ENST00000379333	20	4851729	5010293	-1	20	4833002.0	4990939.0	-1.0
ENSG00000089060	SLC8B1	SLC8B1	SLC8B1 NCKX6 NCLX SLC24A6	Q6J4K2	ENST00000552014;ENST00000202831;ENST00000680972;ENST00000546737	12	113298759	113359502	-1	12	113736564.0	113797298.0	-1.0
ENSG00000089199	CHGB	CHGB	CHGB SCG1	P05060	ENST00000378961	20	5911394	5925361	1	20	5892076.0	5906007.0	1.0
ENSG00000089327	FXYD5	FXYD5	FXYD5 DYSAD IWU1 HSPC113 UNQ2561/PRO6241	Q96DB9	ENST00000392219;ENST00000541435;ENST00000590686;ENST00000342879;ENST00000423817;ENST00000392217	19	35154569	35171791	1	19	35645633.0	35660786.0	1.0
ENSG00000089472	HEPH	HEPH	HEPH KIAA0698 UNQ2562/PRO6242	Q9BQS7	ENST00000519389;ENST00000343002;ENST00000336279;ENST00000441993	X	66162483	66268910	1	X	65382391.0	65488709.0	1.0
ENSG00000089558	KCNH4	KCNH4	KCNH4	Q9UQ05	ENST00000607371;ENST00000264661	17	42156891	42181142	-1	17	40308909.0	40333296.0	-1.0
ENSG00000089597	GANAB	GANAB	GANAB G2AN KIAA0088	Q14697	ENST00000532402;ENST00000346178;ENST00000356638;ENST00000534613;ENST00000526210	11	62624824	62646726	-1	11	62392298.0	62414104.0	-1.0
ENSG00000089692	LAG3	LAG3	LAG3 FDC	P18627	ENST00000441671;ENST00000203629	12	6772360	6778455	1	12	6881678.0	6887621.0	1.0
ENSG00000090006	LTBP4	LTBP4	LTBP4	Q8N2S1	ENST00000308370;ENST00000396819	19	40592883	40629821	1	19	41098789.0	41135725.0	1.0
ENSG00000090020	SLC9A1	SLC9A1	SLC9A1 APNH1 NHE1	P19634	ENST00000263980;ENST00000374086	1	27098809	27166981	-1	1	27425306.0	27493472.0	-1.0
ENSG00000090339	ICAM1	ICAM1	ICAM1	P05362	ENST00000264832	19	10271093	10286615	1	19	10381511.0	10397291.0	1.0
ENSG00000090402	SI	SI	SI	P14410	ENST00000264382	3	164978898	165078496	-1	3	164696686.0	164796283.0	-1.0
ENSG00000090512	FETUB	FETUB	FETUB	Q9UGM5	ENST00000450521;ENST00000265029;ENST00000382136	3	186634558	186653778	1	3	186353758.0	186370930.0	1.0
ENSG00000090520	DNAJB11	DNAJB11	DNAJB11 EDJ ERJ3 HDJ9 PSEC0121 UNQ537/PRO1080	Q9UBS4	ENST00000439351;ENST00000265028	3	186567403	186585800	1	3	186285192.0	186315061.0	1.0
ENSG00000090530	P3H2	P3H2	P3H2 LEPREL1 MLAT4	Q8IVL5	ENST00000319332;ENST00000427335	3	189956728	190122437	-1	3	189674517.0	189840226.0	-1.0
ENSG00000090534	THPO	THPO	THPO MGDF	P40225	ENST00000647395;ENST00000445696	3	184371935	184381968	-1	3	184089723.0	184095932.0	-1.0
ENSG00000090539	CHRD	CHRD	CHRD UNQ217/PRO243	Q9H2X0	ENST00000356534;ENST00000204604;ENST00000420973;ENST00000448472;ENST00000348986	3	184379381	184390736	1	3	184097861.0	184108524.0	1.0
ENSG00000090554	FLT3LG	FLT3LG	FLT3LG	P49771	ENST00000597551;ENST00000204637;ENST00000600429;ENST00000594009;ENST00000595510	19	49474150	49486233	1	19	49977464.0	49989488.0	1.0
ENSG00000090581	GNPTG	GNPTG	GNPTG C16orf27 GNPTAG CAB56184 LP2537	Q9UJJ9	ENST00000204679	16	1351931	1365737	1	16	1401924.0	1413352.0	1.0
ENSG00000090659	CD209	CD209	CD209 CLEC4L	Q9NNX6	ENST00000315599;ENST00000601951;ENST00000204801;ENST00000315591;ENST00000354397;ENST00000394161;ENST00000602261;ENST00000601256	19	7739993	7747564	-1	19	7804879.0	7812464.0	-1.0
ENSG00000090661	CERS4	CERS4	CERS4 LASS4	Q9HA82	ENST00000251363;ENST00000559450	19	8206736	8263716	1	19	8271620.0	8327305.0	1.0
ENSG00000090674	MCOLN1	MCOLN1	MCOLN1 ML4 TRPML1 MSTP080	Q9GZU1	ENST00000264079	19	7522611	7534009	1	19	7587512.0	7598895.0	1.0
ENSG00000090776	EFNB1	EFNB1	EFNB1 EFL3 EPLG2 LERK2	P98172	ENST00000204961	X	68828992	68842160	1	X	68048840.0	68061990.0	1.0
ENSG00000090863	GLG1	GLG1	GLG1 CFR1 ESL1 MG160	Q92896	ENST00000205061;ENST00000422840;ENST00000447066	16	74447427	74607144	-1	16	74485856.0	74641012.0	-1.0
ENSG00000091128	LAMB4	LAMB4	LAMB4	A4D0S4	ENST00000205386;ENST00000388781	7	108023548	108130361	-1	7	107663993.0	107770801.0	-1.0
ENSG00000091129	NRCAM	NRCAM	NRCAM KIAA0343	Q92823	ENST00000379028;ENST00000351718;ENST00000379024	7	108147623	108456717	-1	7	107788068.0	108097161.0	-1.0
ENSG00000091136	LAMB1	LAMB1	LAMB1	P07942	ENST00000222399	7	107923715	108004434	-1	7	107564244.0	107643700.0	-1.0
ENSG00000091138	SLC26A3	SLC26A3	SLC26A3 DRA	P40879	ENST00000340010	7	107764219	107803630	-1	7	107405912.0	107443670.0	-1.0
ENSG00000091181	IL5RA	IL5RA	IL5RA IL5R	Q01344	ENST00000446632;ENST00000438560;ENST00000256452;ENST00000383846;ENST00000311981;ENST00000430514;ENST00000456302	3	3066324	3126613	-1	3	3111233.0	3168297.0	-1.0
ENSG00000091262	ABCC6	ABCC6	ABCC6 ARA MRP6	O95255	ENST00000205557;ENST00000456970;ENST00000575728	16	16149565	16223637	-1				
ENSG00000091409	ITGA6	ITGA6	ITGA6	P23229	ENST00000409532;ENST00000409080;ENST00000442250;ENST00000684293;ENST00000458358	2	172234216	172506459	1	2	173292082.0	173371181.0	1.0
ENSG00000091490	SEL1L3	SEL1L3	SEL1L3 KIAA0746	Q68CR1	ENST00000399878;ENST00000264868;ENST00000502949	4	25747433	25863760	-1	4	25749055.0	25865382.0	-1.0
ENSG00000091513	TF	TF	TF PRO1400	P02787	ENST00000402696	3	133746040	133796641	1	3	133464800.0	133497850.0	1.0
ENSG00000091583	APOH	APOH	APOH B2G1	P02749	ENST00000205948	17	66211595	66256525	-1	17	64208151.0	64252643.0	-1.0
ENSG00000091664	SLC17A6	SLC17A6	SLC17A6 DNPI VGLUT2	Q9P2U8	ENST00000263160	11	22338381	22379503	1	11	22359643.0	22401049.0	1.0
ENSG00000091831	ESR1	ESR1	ESR1 ESR NR3A1	P03372	ENST00000338799;ENST00000206249;ENST00000427531;ENST00000440973;ENST00000443427	6	151651284	152129619	1	6	151977826.0	152450754.0	1.0
ENSG00000091844	RGS17	RGS17	RGS17 RGSZ2	Q9UGC6	ENST00000367225;ENST00000206262	6	153004459	153131282	-1	6	153325594.0	153452384.0	-1.0
ENSG00000091879	ANGPT2	ANGPT2	ANGPT2	O15123	ENST00000629816;ENST00000325203;ENST00000338312	8	6499632	6563409	-1	8	6357172.0	6420930.0	-1.0
ENSG00000091972	CD200	CD200	CD200 MOX1 MOX2 My033	P41217	ENST00000473539;ENST00000315711	3	112332235	112363181	1	3	112051194.0	112081659.0	1.0
ENSG00000092009	CMA1	CMA1	CMA1 CYH CYM	P23946	ENST00000250378;ENST00000206446	14	24505353	24508265	-1	14	24974559.0	24977471.0	-1.0
ENSG00000092096	SLC22A17	SLC22A17	SLC22A17 BOCT BOIT	Q8WUG5	ENST00000397267;ENST00000354772	14	23346314	23352912	-1	14	23815515.0	23822121.0	-1.0
ENSG00000092421	SEMA6A	SEMA6A	SEMA6A KIAA1368 SEMAQ	Q9H2E6	ENST00000343348;ENST00000257414;ENST00000510263	5	116443555	116576161	-1	5	115779312.0	115910630.0	-1.0
ENSG00000092445	TYRO3	TYRO3	TYRO3 BYK DTK RSE SKY TIF	Q06418	ENST00000263798	15	41557675	41583589	1	15	41849873.0	41871536.0	1.0
ENSG00000092758	COL9A3	COL9A3	COL9A3	Q14050	ENST00000649368	20	62816244	62841163	1				
ENSG00000092931	MFSD11	MFSD11	MFSD11 ET	O43934	ENST00000586622;ENST00000621483;ENST00000355954;ENST00000588460;ENST00000593181;ENST00000336509;ENST00000590514;ENST00000685175	17	76735865	76781449	1	17	74731947.0	74777531.0	1.0
ENSG00000092969	TGFB2	TGFB2	TGFB2	P61812	ENST00000366930;ENST00000366929	1	218345336	218444619	1	1	218519577.0	218617961.0	1.0
ENSG00000093072	ADA2	ADA2	ADA2 ADGF CECR1 IDGFL	Q9NZK5	ENST00000399837;ENST00000696196;ENST00000696225;ENST00000696197;ENST00000649310;ENST00000649746;ENST00000330232;ENST00000543038;ENST00000399839;ENST00000262607	22	17178790	17258235	-1	22	17660194.0	17702879.0	-1.0
ENSG00000094755	GABRP	GABRP	GABRP	O00591	ENST00000518525;ENST00000265294	5	170763350	170814047	1	5	170190354.0	170241051.0	1.0
ENSG00000094975	SUCO	SUCO	SUCO C1orf9 CH1 OPT SLP1	Q9UBS9	ENST00000367723;ENST00000263688	1	172532349	172611833	1	1	172501489.0	172580971.0	1.0
ENSG00000095110	NXPE1	NXPE1	NXPE1 FAM55A	Q8N323	ENST00000534921;ENST00000696071;ENST00000251921	11	114518842	114559888	-1	11	114392437.0	114430617.0	-1.0
ENSG00000095303	PTGS1	PTGS1	PTGS1 COX1	P23219	ENST00000540753;ENST00000362012;ENST00000223423;ENST00000373698	9	122370530	122395705	1	9	125132824.0	125157982.0	1.0
ENSG00000095539	SEMA4G	SEMA4G	SEMA4G KIAA1619	Q9NTN9	ENST00000210633;ENST00000521006;ENST00000370250;ENST00000517724	10	100969498	100985871	1	10	102729275.0	102745628.0	1.0
ENSG00000095587	TLL2	TLL2	TLL2 KIAA0932	Q9Y6L7	ENST00000357947	10	96364608	96513941	-1	10	98124363.0	98273675.0	-1.0
ENSG00000095637	SORBS1	SORBS1	SORBS1 KIAA0894 KIAA1296 SH3D5	Q9BX66	ENST00000371227;ENST00000371247;ENST00000371249;ENST00000306402;ENST00000371246;ENST00000607232;ENST00000277982;ENST00000361941;ENST00000371245;ENST00000354106;ENST00000371239;ENST00000371241	10	95311390	95561469	-1	10	97071528.0	97321171.0	-1.0
ENSG00000095713	CRTAC1	CRTAC1	CRTAC1 ASPIC1 CEP68	Q9NQ79	ENST00000370597;ENST00000370591	10	97865000	98030828	-1	10	99624757.0	99790585.0	-1.0
ENSG00000095739	BAMBI	BAMBI	BAMBI NMA	Q13145	ENST00000375533	10	28677510	28682932	1				
ENSG00000095917	TPSD1	TPSD1	TPSD1	Q9BZJ3	ENST00000211076;ENST00000711393	16	1256059	1259008	1	16	1306060.0	1308532.0	1.0
ENSG00000095970	TREM2	TREM2	TREM2	Q9NZC2	ENST00000373122;ENST00000338469;ENST00000373113	6	41158488	41163186	-1	6	41126244.0	41130924.0	-1.0
ENSG00000096006	CRISP3	CRISP3	CRISP3	P54108	ENST00000263045;ENST00000433368	6	49727376	49744437	-1	6	49695097.0	49712150.0	-1.0
ENSG00000096264	NCR2	NCR2	NCR2 LY95	O95944	ENST00000373089;ENST00000373083;ENST00000373086	6	41335608	41350889	1	6	41303393.0	41318625.0	1.0
ENSG00000096384	HSP90AB1	HSP90AB1	HSP90AB1 HSP90B HSPC2 HSPC3 HSPCB	P08238	ENST00000620073;ENST00000353801;ENST00000371646;ENST00000371554	6	44245808	44253888	1	6	44214824.0	44221620.0	1.0
ENSG00000096996	IL12RB1	IL12RB1	IL12RB1 IL12R IL12RB	P42701	ENST00000593993;ENST00000600835;ENST00000322153	19	18058995	18098944	-1	19	18169805.0	18209754.0	-1.0
ENSG00000099139	PCSK5	PCSK5	PCSK5 PC5 PC6	Q92824	ENST00000545128;ENST00000376752	9	75890644	76362975	1	9	78505560.0	78977255.0	1.0
ENSG00000099219	ERMP1	ERMP1	ERMP1 FXNA KIAA1815	Q7Z2K6	ENST00000688202;ENST00000689364;ENST00000690284;ENST00000689268;ENST00000487088;ENST00000462592;ENST00000339450	9	5749832	5879537	-1	9	5765076.0	5833117.0	-1.0
ENSG00000099250	NRP1	NRP1	NRP1 NRP VEGF165R	O14786	ENST00000265371;ENST00000374821;ENST00000374822;ENST00000374867	10	33177492	33336262	-1	10	33466420.0	33625190.0	-1.0
ENSG00000099282	TSPAN15	TSPAN15	TSPAN15 NET7 TM4SF15 UNQ677/PRO1311	O95858	ENST00000373290	10	69451150	69507676	1	10	71211229.0	71267425.0	1.0
ENSG00000099337	KCNK6	KCNK6	KCNK6 TOSS TWIK2	Q9Y257	ENST00000263372	19	38319845	38332076	1	19	38810484.0	38819660.0	1.0
ENSG00000099338	CATSPERG	CATSPERG	CATSPERG C19orf15	Q6ZRH7	ENST00000409235	19	38335775	38370943	1	19	38826415.0	38861589.0	1.0
ENSG00000099617	EFNA2	EFNA2	EFNA2 EPLG6 LERK6	O43921	ENST00000215368	19	1285873	1301431	1	19	1286153.0	1301430.0	1.0
ENSG00000099625	CBARP	CBARP	CBARP C19orf26	Q8N350	ENST00000590083;ENST00000650044	19	1228284	1239465	-1	19	1228286.0	1238026.0	-1.0
ENSG00000099715	PCDH11Y	PCDH11Y	PCDH11Y PCDH11 PCDH22 PCDHY	Q9BZA8	ENST00000333703;ENST00000622698;ENST00000215473;ENST00000362095;ENST00000400457	Y	5000226	5742224	1	Y	4868267.0	5610265.0	1.0
ENSG00000099769	IGFALS	IGFALS	IGFALS ALS	P35858	ENST00000215539;ENST00000415638	16	1790413	1794971	-1	16	1840414.0	1844972.0	-1.0
ENSG00000099822	HCN2	HCN2	HCN2 BCNG2	Q9UL51	ENST00000251287	19	589881	617159	1	19	589893.0	617159.0	1.0
ENSG00000099834	CDHR5	CDHR5	CDHR5 MUCDHL MUPCDH UNQ2781/PRO7168	Q9HBB8	ENST00000358353;ENST00000397542;ENST00000349570;ENST00000674088	11	616405	626078	-1	11	616565.0	626078.0	-1.0
ENSG00000099840	IZUMO4	IZUMO4	IZUMO4 C19orf36 UNQ831/PRO1758	Q1ZYL8	ENST00000395301;ENST00000395307	19	2096429	2099593	1	19	2096380.0	2099592.0	1.0
ENSG00000099866	MADCAM1	MADCAM1	MADCAM1	Q13477	ENST00000346144;ENST00000215637;ENST00000382683	19	489176	505343	1	19	489176.0	505347.0	1.0
ENSG00000099937	SERPIND1	SERPIND1	SERPIND1 HCF2	P05546	ENST00000215727;ENST00000406799	22	20774112	20787721	1	22	21128167.0	21142008.0	1.0
ENSG00000099957	P2RX6	P2RX6	P2RX6 P2RXL1 P2X6	O15547	ENST00000413302;ENST00000401443	22	21009808	21028013	1	22	21364097.0	21383119.0	1.0
ENSG00000099960	SLC7A4	SLC7A4	SLC7A4	O43246	ENST00000403586;ENST00000382932	22	21028718	21032933	-1	22	21383007.0	21387129.0	-1.0
ENSG00000099985	OSM	OSM	OSM	P13725	ENST00000215781	22	30262829	30266851	-1	22	30658818.0	30662829.0	-1.0
ENSG00000099994	SUSD2	SUSD2	SUSD2	Q9UGT4	ENST00000358321	22	24181481	24189111	1	22	24577227.0	24585078.0	1.0
ENSG00000099998	GGT5	GGT5	GGT5 GGTLA1	P36269	ENST00000263112;ENST00000398292;ENST00000327365	22	24218000	24245748	-1	22	24615622.0	24641110.0	-1.0
ENSG00000099999	RNF215	RNF215	RNF215	Q9Y6U7	ENST00000382363	22	30368811	30421771	-1	22	30773835.0	30817760.0	-1.0
ENSG00000100031	GGT1	GGT1	GGT1 GGT	P19440	ENST00000400382;ENST00000400380;ENST00000425895;ENST00000401885;ENST00000404532;ENST00000403838	22	24594684	24629011	1	22	24979718.0	25024972.0	1.0
ENSG00000100060	MFNG	MFNG	MFNG	O00587	ENST00000356998;ENST00000416983	22	37469063	37486402	-1	22	37865101.0	37882439.0	-1.0
ENSG00000100078	PLA2G3	PLA2G3	PLA2G3	Q9NZ20	ENST00000215885	22	31134765	31140508	-1	22	31530795.0	31536593.0	-1.0
ENSG00000100095	SEZ6L	SEZ6L	SEZ6L KIAA0927 UNQ2542/PRO6094	Q9BYH1	ENST00000248933;ENST00000404234;ENST00000360929;ENST00000629590;ENST00000343706	22	26169462	26383597	1	22	26565440.0	26779562.0	1.0
ENSG00000100100	PIK3IP1	PIK3IP1	PIK3IP1 HGFL	Q96FE7	ENST00000215912;ENST00000441972;ENST00000402249	22	31281594	31292534	-1	22	31677579.0	31688520.0	-1.0
ENSG00000100147	CCDC134	CCDC134	CCDC134	Q9H6E4	ENST00000255784	22	41800321	41832172	1	22	42196683.0	42222303.0	1.0
ENSG00000100170	SLC5A1	SLC5A1	SLC5A1 NAGT SGLT1	P13866	ENST00000266088;ENST00000543737	22	32043050	32113029	1	22	32439019.0	32509016.0	1.0
ENSG00000100191	SLC5A4	SLC5A4	SLC5A4 SAAT1 SGLT3	Q9NY91	ENST00000266086	22	32218464	32255347	-1	22	32614465.0	32651328.0	-1.0
ENSG00000100242	SUN2	SUN2	SUN2 FRIGG KIAA0668 RAB5IP UNC84B	Q9UH99	ENST00000405510;ENST00000689035;ENST00000405018;ENST00000406622	22	38733280	38794143	-1	22	39130730.0	39190148.0	-1.0
ENSG00000100258	LMF2	LMF2	LMF2 TMEM112B TMEM153	Q9BU23	ENST00000474879;ENST00000216080	22	50502947	50507732	-1	22	50941376.0	50946135.0	-1.0
ENSG00000100299	ARSA	ARSA	ARSA	P15289	ENST00000453344	22	50622754	50628177	-1	22	51061182.0	51066607.0	-1.0
ENSG00000100311	PDGFB	PDGFB	PDGFB PDGF2 SIS	P01127	ENST00000331163;ENST00000381551	22	39223359	39244982	-1	22	39619364.0	39640756.0	-1.0
